property_phys_chem_id;procedure_phys_chem_id;unit_of_measure_id;value_min;value_max;definition;common_input_units;conversion_factors;notes
Potassium (K+) - exchangeable;ExchBases_ph-unkn-m3-spec;cmol/kg;0;100;Exch bases (Ca, Mg, K, Na) spectrally measured and converted to, unknown buffer, in Mehlich3 solution with extractable ppm assumed exchangeable cmolc/kg;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00256";"cmol/kg = meq/100g; 1 cmol/kg K = 391 mg/kg"
Potassium (K+) - exchangeable;ExchBases_ph0-cohex;cmol/kg;0;100;Exch bases (Ca, Mg, K, Na) unbuffered, in Cobalt(III) hexamine chloride solution 0,0166M (Cohex) [Co[NH3]6]Cl3 ), ISO 23470 (2007);"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00256";"cmol/kg = meq/100g; 1 cmol/kg K = 391 mg/kg"
Potassium (K+) - exchangeable;ExchBases_ph0-nh4cl;cmol/kg;0;100;Exch bases (Ca, Mg, K, Na) unbuffered, in 1 M NH4Cl (0.05-1.0 m?);"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00256";"cmol/kg = meq/100g; 1 cmol/kg K = 391 mg/kg"
Potassium (K+) - exchangeable;ExchBases_ph7-nh4oac;cmol/kg;0;100;Exch bases (Ca, Mg, K, Na) buffered at pH 7, in 1M NH4OAc;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00256";"cmol/kg = meq/100g; 1 cmol/kg K = 391 mg/kg"
Potassium (K+) - exchangeable;ExchBases_ph7-nh4oac-aas;cmol/kg;0;100;Exch bases (Ca, Mg, K, Na) buffered at pH 7, in 1M NH4OAc, Ca and Mg with AAS (Atomic Absorption Spectrometry);"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00256";"cmol/kg = meq/100g; 1 cmol/kg K = 391 mg/kg"
Potassium (K+) - exchangeable;ExchBases_ph7-nh4oac-fp;cmol/kg;0;100;Exch bases (Ca, Mg, K, Na) buffered at pH 7, in 1M NH4OAc, K and Na with FP (Flame Photometry);"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00256";"cmol/kg = meq/100g; 1 cmol/kg K = 391 mg/kg"
Potassium (K+) - exchangeable;ExchBases_ph7-unkn;cmol/kg;0;100;Exch bases (Ca, Mg, K, Na) buffered at pH 7, in unknown solution;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00256";"cmol/kg = meq/100g; 1 cmol/kg K = 391 mg/kg"
Potassium (K+) - exchangeable;ExchBases_ph8-bacl2tea;cmol/kg;0;100;Exch bases (Ca, Mg, K, Na) buffered at pH 8.0-8.5, in 0.5 M BaCl2 - TEA solution;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00256";"cmol/kg = meq/100g; 1 cmol/kg K = 391 mg/kg"
Potassium (K+) - exchangeable;ExchBases_ph8-unkn;cmol/kg;0;100;Exch bases (Ca, Mg, K, Na) buffered at pH 8.0-8.5, in unknown solution;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00256";"cmol/kg = meq/100g; 1 cmol/kg K = 391 mg/kg"
Sand texture fraction;SaSiCl_2-20-2000u;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-adj100;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-disp;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-disp-beaker;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-disp-hydrometer;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-disp-hydrometer-bouy;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-disp-laser;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-disp-pipette;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-disp-spec;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-fld;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-nodisp;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-nodisp-hydrometer;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-nodisp-hydrometer-bouy;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-nodisp-laser;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-nodisp-pipette;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-20-2000u-nodisp-spec;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-adj100;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-disp;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-disp-beaker;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-disp-hydrometer;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-disp-hydrometer-bouy;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-disp-laser;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-disp-pipette;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-disp-spec;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-fld;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-nodisp;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-nodisp-hydrometer;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-nodisp-hydrometer-bouy;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-nodisp-laser;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-nodisp-pipette;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-50-2000u-nodisp-spec;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-adj100;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-disp;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-disp-beaker;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-disp-hydrometer;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-disp-hydrometer-bouy;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-disp-laser;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-disp-pipette;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-disp-spec;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-fld;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-nodisp;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-nodisp-hydrometer;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-nodisp-hydrometer-bouy;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-nodisp-laser;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-nodisp-pipette;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sand texture fraction;SaSiCl_2-64-2000u-nodisp-spec;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-adj100;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-disp;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-disp-beaker;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-disp-hydrometer;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-disp-hydrometer-bouy;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-disp-laser;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-disp-pipette;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-disp-spec;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-fld;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-nodisp;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-nodisp-hydrometer;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-nodisp-hydrometer-bouy;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-nodisp-laser;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-nodisp-pipette;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-20-2000u-nodisp-spec;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-adj100;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-disp;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-disp-beaker;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-disp-hydrometer;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-disp-hydrometer-bouy;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-disp-laser;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-disp-pipette;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-disp-spec;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-fld;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-nodisp;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-nodisp-hydrometer;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-nodisp-hydrometer-bouy;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-nodisp-laser;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-nodisp-pipette;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-50-2000u-nodisp-spec;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-adj100;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-disp;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-disp-beaker;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-disp-hydrometer;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-disp-hydrometer-bouy;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-disp-laser;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-disp-pipette;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-disp-spec;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-fld;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-nodisp;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-nodisp-hydrometer;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-nodisp-hydrometer-bouy;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-nodisp-laser;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-nodisp-pipette;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Silt texture fraction;SaSiCl_2-64-2000u-nodisp-spec;%;0;100;;"%;g/kg;mg/kg;g/100g";"1;0.1;0.0001;1";% = g/100g
Sodium (Na) - extractable;Extr_ap14;cmol/kg;0;1000;Method of Saunders and Metelerkamp (anion-exch. resin). Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_ap15;cmol/kg;0;1000;Method of Hunter (1975) modified after ISFEI method. Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_ap20;cmol/kg;0;1000;Olsen (not acid soils) resp. Bray I (acid soils). Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_ap21;cmol/kg;0;1000;Olsen (if pH > 7) resp. Mehlich (if pH < 7). Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_c6h8o7-reeuwijk;cmol/kg;0;1000;Complexation with citric acid (van Reeuwijk). Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_cacl2;cmol/kg;0;1000;CaCl2. Particularly used for soluble P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_capo4;cmol/kg;0;1000;Ca phosphate. Particularly used for available S.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_dtpa;cmol/kg;0;1000;DiethyneleTriaminePentaAcetic acid (DTPA) method;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_edta;cmol/kg;0;1000;EthyleneDiamineTetraAcetic acid (EDTA) method;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_h2so4-truog;cmol/kg;0;1000;Method of Truog (dilute H2SO4). Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_hcl-h2so4-nelson;cmol/kg;0;1000;Method of Nelson (dilute HCl/H2SO4). Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_hcl-nh4f-bray1;cmol/kg;0;1000;Method of Bray I  (dilute HCl/NH4F). Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_hcl-nh4f-bray2;cmol/kg;0;1000;Method of Bray II (dilute HCl/NH4F). Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_hcl-nh4f-kurtz-bray;cmol/kg;0;1000;Method of Kurtz-Bray I (0.025 M HCl + 0.03 M NH4F). Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_hno3;cmol/kg;0;1000;Nitric acid (HNO3) method;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_hotwater;cmol/kg;0;1000;Hot water. Particularly used for available B;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_m1;cmol/kg;0;1000;Mehlich1 method;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_m2;cmol/kg;0;1000;Mehlich2 method;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_m3;cmol/kg;0;1000;Mehlich3 method (extractant 0.2 N CH3COOH + 0.25 N NH4NO3 + 0.015 N NH4F + 0.013 N HNO3 + 0.001 M EDTA);"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_m3-spec;cmol/kg;0;1000;Spectrally measured and converted to Mehlich3 method (extractant 0.2 N CH3COOH + 0.25 N NH4NO3 + 0.015 N NH4F + 0.013 N HNO3 + 0.001 M EDTA);"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_nahco3-olsen;cmol/kg;0;1000;Method of Olsen (0.5 M Sodium Bicarbonate (NaHCO3) extraction at pH8.5). Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_nahco3-olsen-dabin;cmol/kg;0;1000;Method of Olsen, modified by Dabin (ORSTOM). Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_naoac-morgan;cmol/kg;0;1000;Method of Morgan (Na-acetate/acetic acid). Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_nh4-co3-2-ambic1;cmol/kg;0;1000;Ambic1 method (ammonium bicarbonate) (South Africa). Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - extractable;Extr_nh4ch3ch-oh-cooh-leuven;cmol/kg;0;1000;NH4-lactate extraction method (KU-Leuven). Particularly used for available P.;"cmol/kg;meq/100g;mmol/kg;mg/kg";"1;1;10;0.00435";"cmol/kg = meq/100g; 1 cmol/kg Na = 230 mg/kg"
Sodium (Na) - total;Total_h2so4;cmol/kg;0;1000;Total P-/- colorimetric in H2SO4-Se-Salicylic acid digest( sulfuric acid) Particularly used for Total P.;"cmol/kg;%;g/kg;mg/kg";"1;4.35;0.435;0.00435";Total Na can be % or cmol/kg
Sodium (Na) - total;Total_hcl;cmol/kg;0;1000;HCl extraction. Particularly used for Total P.;"cmol/kg;%;g/kg;mg/kg";"1;4.35;0.435;0.00435";Total Na can be % or cmol/kg
Sodium (Na) - total;Total_hcl-aquaregia;cmol/kg;0;1000;Hydrocloric (HCl) extraction in nitric/perchloric acid mixture (totals) aqua regia;"cmol/kg;%;g/kg;mg/kg";"1;4.35;0.435;0.00435";Total Na can be % or cmol/kg
Sodium (Na) - total;Total_hclo4;cmol/kg;0;1000;Perchloric acid percolation. Particularly used for Total P.;"cmol/kg;%;g/kg;mg/kg";"1;4.35;0.435;0.00435";Total Na can be % or cmol/kg
Sodium (Na) - total;Total_hno3-aquafortis;cmol/kg;0;1000;Nitric acid attack. Particularly used for Total P.;"cmol/kg;%;g/kg;mg/kg";"1;4.35;0.435;0.00435";Total Na can be % or cmol/kg
Sodium (Na) - total;Total_nh4-6mo7o24;cmol/kg;0;1000;COLORIMETRIC VANADATE MOLYBDATE. Particularly used for Total P.;"cmol/kg;%;g/kg;mg/kg";"1;4.35;0.435;0.00435";Total Na can be % or cmol/kg
Sodium (Na) - total;Total_tp03;cmol/kg;0;1000;reagent of Baeyens. Precipitation in form of Phosphomolybdate. Particularly used for Total P.;"cmol/kg;%;g/kg;mg/kg";"1;4.35;0.435;0.00435";Total Na can be % or cmol/kg
Sodium (Na) - total;Total_tp04;cmol/kg;0;1000;acid fleischman. Particularly used for Total P.;"cmol/kg;%;g/kg;mg/kg";"1;4.35;0.435;0.00435";Total Na can be % or cmol/kg
Sodium (Na) - total;Total_tp05;cmol/kg;0;1000;8 M HCl extraction. Particularly used for Total P.;"cmol/kg;%;g/kg;mg/kg";"1;4.35;0.435;0.00435";Total Na can be % or cmol/kg
Sodium (Na) - total;Total_tp06;cmol/kg;0;1000;Molybdenum blue method, using ascorbic acid as reductant after heating of soil to 550 C and extraction with 6M sulphuric acid. Particularly used for Total P.;"cmol/kg;%;g/kg;mg/kg";"1;4.35;0.435;0.00435";Total Na can be % or cmol/kg
Sodium (Na) - total;Total_tp07;cmol/kg;0;1000;1:1 H2SO4 : HNO3. Particularly used for Total P.;"cmol/kg;%;g/kg;mg/kg";"1;4.35;0.435;0.00435";Total Na can be % or cmol/kg
